1   216
2	212
3	189
4	183
5	179
6	177
7	157
8	156
9	156
10	156
11	155
12	153
13	152
14	152
15	151
16	149
17	148
18	145
19	145
20	143
21	141
22	139
23	138
24	136
25	135
26	135
27	132
28	131
29	129
30	128
31	125
32	125
33	124
34	123
35	121
36	121
37	121
38	118
39	118
40	117
41	116
42	115
43	114
44	114
45	114
46	113
47	113
48	112
49	111
50	111
51	110
52	108
53	106
54	106
55	100
56	100
57	98
58	97
59	96
60	94
61	93
62	93
63	92
64	92
65	92
66	91
67	91
68	90
69	90
70	88
71	87
72	87
73	87
74	86
75	86
76	86
77	85
78	82
79	81
80	80
81	78
82	78
83	76
84	75
85	74
86	73
87	73
88	73
89	73
90	72
91	72
92	70
93	70
94	69
95	69
96	68
97	67
98	66
99	66
100	62
101	62
102	61
103	60
104	60
105	59
106	58
107	57
108	57
109	55
110	55
111	53
112	53
113	53
114	51
115	50
116	50
117	50
118	50
119	49
120	49
121	49
122	48
123	48
124	48
125	47
126	47
127	46
128	46
129	45
130	45
131	45
132	45
133	44
134	44
135	44
136	43
137	43
138	43
139	43
140	42
141	42
142	42
143	42
144	42
145	41
146	41
147	41
148	41
149	41
150	41
151	41
152	41
153	41
154	40
155	39
156	39
157	39
158	38
159	37
160	37
161	37
162	37
163	37
164	37
165	37
166	36
167	36
168	36
169	36
170	36
171	36
172	35
173	35
174	35
175	35
176	34
177	34
178	34
179	33
180	33
181	33
182	33
183	32
184	32
185	32
186	31
187	31
188	31
189	31
190	30
191	30
192	30
193	30
194	30
195	30
196	29
197	29
198	28
199	28
200	28
201	28
202	28
203	28
204	27
205	27
206	27
207	26
208	26
209	26
210	26
211	26
212	25
213	25
214	25
215	25
216	25
217	24
218	24
219	24
220	22
221	22
222	22
223	22
224	22
225	21
226	21
227	21
228	20
229	20
230	20
231	20
232	19
233	19
234	18
235	18
236	18
237	18
238	17
239	16
240	16
241	15
242	15
243	14
244	14
245	14
246	14
247	13
248	12
249	11
250	11
251	10
252	9
253	8
254	7
255	7
256	4
